year,title,category,nominee,artist,winner,track_id,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
2012,55th Annual GRAMMY Awards  (2012),Best Pop Duo/Group Performance,Somebody That I Used To Know,Gotye Featuring Kimbra,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Dance Recording,Bangarang,Skrillex Featuring Sirah,True,6VRhkROS2SZHGlp0pxndbJ,Bangarang EP,Bangarang (feat. Sirah),71,215253,True,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,edm
2012,55th Annual GRAMMY Awards  (2012),Best Rock Performance,Lonely Boy,The Black Keys,True,5G1sTBGbZT5o4PNRc75RKI,El Camino,Lonely Boy,73,193653,False,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,blues
2012,55th Annual GRAMMY Awards  (2012),Best Hard Rock/Metal Performance,Love Bites (So Do I),Halestorm,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Rock Song,Lonely Boy,The Black Keys,True,5G1sTBGbZT5o4PNRc75RKI,El Camino,Lonely Boy,73,193653,False,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,blues
2012,55th Annual GRAMMY Awards  (2012),Best Alternative Music Album,Making Mirrors,Gotye,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best R&B Performance,Climax,Usher,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Traditional R&B Performance,Love On Top,Beyoncé,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best R&B Song,Adorn,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Rap Performance,N****s In Paris,Jay-Z & Kanye West,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Rap Song,N****s In Paris,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Country Solo Performance,Blown Away,Carrie Underwood,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Country Duo/Group Performance,Pontoon,Little Big Town,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Country Song,Blown Away,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Gospel/Contemporary Christian Music Performance,"10,000 Reasons (Bless The Lord)",Matt Redman,True,0fxpHpK3aw2nFWII6yveDD,"10,000 Reasons (Live)","10,000 Reasons (Bless The Lord) - Live",66,342493,False,0.431,0.485,7,-8.085,1,0.0274,0.452,0.0,0.544,0.367,145.22,alt-rock
2012,55th Annual GRAMMY Awards  (2012),Best Gospel Song,Go Get It,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Contemporary Christian Music Song,"10,000 Reasons (Bless The Lord)",Gateway Worship,True,4Aa5v0LJ8VoJAt68deFiPf,"Heart Of Worship - 10,000 Reasons (Bless The Lord)","10,000 Reasons (Bless The Lord)",41,322906,False,0.27,0.264,7,-10.597,1,0.033,0.224,6.1e-06,0.109,0.162,73.016,world-music
2012,55th Annual GRAMMY Awards  (2012),Best Contemporary Christian Music Song,Your Presence Is Heaven,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Contemporary Christian Music Album,Eye On It,Tobymac,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Regional Mexican Music Album (Including Tejano),Pecados Y Milagros,Lila Downs,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Regional Roots Music Album,The Band Courtbouillon,"Wayne Toups, Steve Riley & Wilson Savoy",True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best World Music Album,The Living Room Sessions Part 1,Ravi Shankar,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Musical Theater Album,Once: A New Musical,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Compilation Soundtrack For Visual Media,Midnight In Paris,(Various Artists),True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Score Soundtrack For Visual Media,The Girl With The Dragon Tattoo,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Song Written For Visual Media,Safe & Sound (From The Hunger Games),"T Bone Burnett, Taylor Swift, John Paul White & Joy Williams, Songwriters (Taylor Swift Featuring The Civil Wars)",True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Instrumental Composition,Mozart Goes Dancing,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Recording Package,Biophilia,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),"Best Remixed Recording, Non-Classical",Promises (Skrillex & Nero Remix),Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Orchestral Performance,Adams: Harmonielehre & Short Ride In A Fast Machine,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Opera Recording,Wagner: Der Ring Des Nibelungen,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Choral Performance,Life & Breath - Choral Works By René Clausen,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Chamber Music/Small Ensemble Performance,Meanwhile,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Contemporary Classical  Composition,"Hartke, Stephen: Meanwhile - Incidental Music To Imaginary Puppet Plays",Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Short Form Music Video,We Found Love,Rihanna Featuring Calvin Harris,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2012,55th Annual GRAMMY Awards  (2012),Best Long Form Music Video,Big Easy Express,"Mumford & Sons, Edward Sharpe & The Magnetic Zeros & Old Crow Medicine Show",True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Song Of The Year,Rolling In The Deep,Adele,True,4OSBTYWVwsQhGLF9NHvIbR,21,Rolling in the Deep,81,228093,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,soul
2011,54th Annual GRAMMY Awards  (2011),Best Pop Solo Performance,Someone Like You,Adele,True,3bNv3VuUOKgrf5hu3YcuRo,21,Someone Like You,81,285240,False,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,british
2011,54th Annual GRAMMY Awards  (2011),Best Pop Duo/Group Performance,Body And Soul,Tony Bennett & Amy Winehouse,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Dance Recording,Scary Monsters And Nice Sprites,Skrillex,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Rock Performance,Walk,Foo Fighters,True,76Je5Wklky23mVoxiRszcN,Wasting Light,Walk,70,255960,False,0.234,0.865,9,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,metal
2011,54th Annual GRAMMY Awards  (2011),Best Hard Rock/Metal Performance,White Limo,Foo Fighters,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Rock Song,Walk,Pantera,True,7fcfNW0XxTWlwVlftzfDOR,Vulgar Display of Power,Walk,74,315120,True,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,hard-rock
2011,54th Annual GRAMMY Awards  (2011),Best Alternative Music Album,Bon Iver,Bon Iver,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best R&B Performance,Is This Love,Corinne Bailey Rae,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Traditional R&B Performance,Fool For You,Cee Lo Green & Melanie Fiona,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best R&B Song,Fool For You,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Rap Performance,Otis,Jay-Z & Kanye West,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Rap Song,All Of The Lights,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Country Solo Performance,Mean,Taylor Swift,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Country Duo/Group Performance,Barton Hollow,The Civil Wars,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Country Song,Mean,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Gospel/Contemporary Christian Music Performance,Jesus,Le'Andria Johnson,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Gospel Song,Hello Fear,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Contemporary Christian Music Song,Blessings,Hollow Coves,True,4QpnTJdniesQvZfHfzLTXJ,Blessings,Blessings,63,250933,False,0.545,0.434,5,-11.633,1,0.0277,0.757,0.000552,0.0989,0.208,95.959,folk
2011,54th Annual GRAMMY Awards  (2011),Best Contemporary Christian Music Album,And If Our God Is For Us...,Chris Tomlin,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Regional Roots Music Album,Rebirth Of New Orleans,Rebirth Brass Band,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best World Music Album,Tassili,Tinariwen,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Musical Theater Album,The Book Of Mormon,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Compilation Soundtrack For Visual Media,Boardwalk Empire: Volume 1,(Various Artists),True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Score Soundtrack For Visual Media,The King's Speech,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Song Written For Visual Media,I See The Light (From Tangled),"Alan Menken & Glenn Slater, Songwriters (Mandy Moore & Zachary Levi)",True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Instrumental Composition,Life In Eleven,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Recording Package,Scenes From The Suburbs,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),"Best Remixed Recording, Non-Classical",Cinema (Skrillex Remix),Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Orchestral Performance,Brahms: Symphony No. 4,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Opera Recording,Adams: Doctor Atomic,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Choral Performance,Light & Gold,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Small Ensemble Performance,Mackey: Lonely Motel - Music From Slide,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Contemporary Classical  Composition,"Aldridge, Robert: Elmer Gantry",Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2011,54th Annual GRAMMY Awards  (2011),Best Short Form Music Video,Rolling In The Deep,Adele,True,4OSBTYWVwsQhGLF9NHvIbR,21,Rolling in the Deep,81,228093,True,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,soul
2011,54th Annual GRAMMY Awards  (2011),Best Long Form Music Video,Foo Fighters: Back And Forth,Foo Fighters,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Song Of The Year,Need You Now,Lady A,True,7GAaTpSoTWUTbP2Yxlt4Hd,Need You Now,Need You Now,74,236440,False,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,country
2010,53rd Annual GRAMMY Awards  (2010),Best Female Pop Vocal Performance,Bad Romance,Lady Gaga,True,1ncPxe9s9jkoe1HcshDitx,Halloween Kids Party 2022,Bad Romance,0,294506,False,0.693,0.924,0,-3.706,1,0.0392,0.0034,4.77e-05,0.0897,0.714,118.984,dance
2010,53rd Annual GRAMMY Awards  (2010),Best Male Pop Vocal Performance,Just The Way You Are,Bruno Mars,True,7BqBn9nzAq8spo5e7cZ0dJ,Doo-Wops & Hooligans,Just the Way You Are,82,220734,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,dance
2010,53rd Annual GRAMMY Awards  (2010),Best Pop Performance By A Duo Or Group With Vocals,"Hey, Soul Sister (Live)",Train,True,4HlFJV71xXKIGcU3kRyttv,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",82,216773,False,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,rock
2010,53rd Annual GRAMMY Awards  (2010),Best Pop Instrumental Performance,Nessun Dorma,Jeff Beck,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Dance Recording,Only Girl (In The World),Rihanna,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Solo Rock Vocal Performance,Helter Skelter,Paul Mccartney,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Rock Performance By A Duo Or Group With Vocals,Tighten Up,The Black Keys,True,3C542UknrX76XSRXTyQ1Qg,Brothers (Deluxe Remastered Anniversary Edition),Tighten Up,61,211336,False,0.517,0.711,6,-5.84,0,0.0627,0.000763,7.15e-06,0.568,0.582,108.846,blues
2010,53rd Annual GRAMMY Awards  (2010),Best Hard Rock Performance,New Fang,Them Crooked Vultures,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Metal Performance,El Dorado,Iron Maiden,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Rock Instrumental Performance,Hammerhead,Jeff Beck,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Rock Song,Angry World,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Alternative Music Album,Brothers,"Black Keys, The",True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Female R&B Vocal Performance,Bittersweet,Fantasia,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Male R&B Vocal Performance,There Goes My Baby,Usher,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best R&B Performance By A Duo Or Group With Vocals,Soldier Of Love,Sade,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Traditional R&B Vocal Performance,Hang On In There,John Legend & The Roots,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Urban/Alternative Performance,Fuck You,Cee Lo Green,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best R&B Song,Shine,Collective Soul,True,77YKoNCjP5hWqiXMRG2839,"Hints, Allegations & Things Left Unsaid",Shine,70,306040,False,0.543,0.423,6,-8.797,1,0.0282,0.295,0.0862,0.152,0.355,150.132,grunge
2010,53rd Annual GRAMMY Awards  (2010),Best Rap Solo Performance,Not Afraid,Eminem,True,7Ie9W94M7OjPoZVV216Xus,Recovery,Not Afraid,81,248133,True,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,hip-hop
2010,53rd Annual GRAMMY Awards  (2010),Best Rap Performance By A Duo Or Group,On To The Next One,Jay-Z & Swizz Beatz,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Rap Song,Empire State Of Mind,Glee Cast,True,7pYVIpuFrH2cDMseplG8Jn,"Glee: The Music, Volume 4",Empire State of Mind,47,277346,False,0.508,0.883,6,-4.567,1,0.329,0.0617,0.0,0.158,0.717,173.566,club
2010,53rd Annual GRAMMY Awards  (2010),Best Female Country Vocal Performance,The House That Built Me,Miranda Lambert,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Male Country Vocal Performance,'Til Summer Comes Around,Keith Urban,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Country Performance By A Duo Or Group With Vocals,Need You Now,Lady Antebellum,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Country Instrumental Performance,Hummingbyrd,Marty Stuart,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Country Song,Need You Now,Lady A,True,7GAaTpSoTWUTbP2Yxlt4Hd,Need You Now,Need You Now,74,236440,False,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,country
2010,53rd Annual GRAMMY Awards  (2010),Best Gospel Performance,Grace,Bebe & Cece Winans,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Gospel Song,It's What I Do,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Hawaiian Music Album,Huana Ke Aloha,Tia Carrere,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Native American Music Album,2010 Gathering Of Nations Pow Wow: A Spirit's Dance,(Various Artists),True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Zydeco Or Cajun Music Album,Zydeco Junkie,Chubby Carrier And The Bayou Swamp Band,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Traditional World Music Album,Ali And Toumani,Ali Farka Touré & Toumani Diabaté,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Contemporary World Music Album,"Throw Down Your Heart , Africa Sessions Part 2: Unreleased Tracks",Béla Fleck,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Musical Album For Children,Tomorrow's Children,Pete Seeger With The Rivertown Kids And Friends,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Musical Show Album,American Idiot - Featuring Green Day,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Crazy Heart,(Various Artists),True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media",Toy Story 3,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),"Best Song Written For Motion Picture, Television Or Other Visual Media",The Weary Kind (From Crazy Heart),"Ryan Bingham & T Bone Burnett, Songwriters (Ryan Bingham)",True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Instrumental Composition,The Path Among The Trees,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Recording Package,Brothers,Rilès,True,45KqDHTOJtIM53QR1gPGTa,Brothers,Brothers,58,182044,True,0.67,0.63,1,-3.651,1,0.0694,0.133,0.0,0.118,0.582,86.025,french
2010,53rd Annual GRAMMY Awards  (2010),"Best Remixed Recording, Non-Classical",Revolver (David Guetta's One Love Club Remix),Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Orchestral Performance,Daugherty: Metropolis Symphony; Deus Ex Machina,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Opera Recording,Saariaho: L'Amour De Loin,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Choral Performance,Verdi: Requiem,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Instrumental Soloist(s) Performance (with Orchestra),Mozart: Piano Concertos Nos. 23 & 24,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Instrumental Soloist Performance (without Orchestra),Messiaen: Livre Du Saint-Sacrement,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Chamber Music Performance,Ligeti: String Quartets Nos. 1 & 2,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Small Ensemble Performance,Dinastia Borja,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Classical Vocal Performance,Sacrificium,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Classical Contemporary Composition,"Daugherty, Michael: Deus Ex Machina",Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2010,53rd Annual GRAMMY Awards  (2010),Best Short Form Music Video,Bad Romance,Lady Gaga,True,1ncPxe9s9jkoe1HcshDitx,Halloween Kids Party 2022,Bad Romance,0,294506,False,0.693,0.924,0,-3.706,1,0.0392,0.0034,4.77e-05,0.0897,0.714,118.984,dance
2010,53rd Annual GRAMMY Awards  (2010),Best Long Form Music Video,When You're Strange,(The Doors),True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Song Of The Year,Single Ladies (Put A Ring On It),Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Female Pop Vocal Performance,Halo,Beyoncé,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Male Pop Vocal Performance,Make It Mine,Jason Mraz,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Pop Performance By A Duo Or Group With Vocals,I Gotta Feeling,The Black Eyed Peas,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Pop Instrumental Performance,Throw Down Your Heart,Béla Fleck,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Dance Recording,Poker Face,Lady Gaga,True,24tNhacN8vdN8OqkR7LcNm,Workout Hits 2023,Poker Face,3,238906,False,0.851,0.818,4,-4.637,1,0.0789,0.112,2.94e-06,0.0945,0.808,119.006,dance
2009,52nd Annual GRAMMY Awards  (2009),Best Solo Rock Vocal Performance,Working On A Dream,Bruce Springsteen,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Rock Performance By A Duo Or Group With Vocals,Use Somebody,Kings Of Leon,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Hard Rock Performance,War Machine,Ac/Dc,True,5YnNWHKCJaJKwbagXDb5Uf,Black Ice,War Machine,61,189786,False,0.518,0.718,9,-4.355,1,0.0343,4.85e-05,0.244,0.25,0.531,127.593,hard-rock
2009,52nd Annual GRAMMY Awards  (2009),Best Metal Performance,Dissident Aggressor,Judas Priest,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Rock Instrumental Performance,A Day In The Life,Jeff Beck,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
2009,52nd Annual GRAMMY Awards  (2009),Best Rock Song,Use Somebody,Dvsn,True,0szEtJSwfsTL2gOO7gKICI,Just Best Covers,Use Somebody,0,270873,False,0.619,0.801,3,-6.857,0,0.042,0.162,0.000143,0.106,0.193,153.056,soul
2009,52nd Annual GRAMMY Awards  (2009),Best Alternative Music Album,Wolfgang Amadeus Phoenix,Phoenix,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
