year,title,category,nominee,artist,winner,track_id,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_genre
1974,17th Annual GRAMMY Awards  (1974),Best Jazz Performance By A Group,The Trio,"Joe Pass, Oscar Peterson & Niels Pedersen",True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Jazz Performance By A Big Band,Thundering Herd,Woody Herman,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance, Female",I Honestly Love You,Olivia Newton-John,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance, Male",Fulfillingness' First Finale,Stevie Wonder,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Band On The Run,Paul Mccartney & Wings,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Pop Instrumental Performance,The Entertainer,Marvin Hamlisch,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance, Female",Ain't Nothing Like The Real Thing,Aretha Franklin,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance, Male",Boogie On Reggae Woman,Stevie Wonder,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Tell Me Something Good,Rufus,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best R&B Instrumental Performance,The Sound Of Philadelphia,Mfsb,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Rhythm & Blues Song,Living For The City,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Soul Gospel Performance,In The Ghetto,James Cleveland & The Southern California Community Choir,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best Country Vocal Performance, Female",Love Song,Anne Murray,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best Country Vocal Performance, Male",Please Don't Tell Me How The Story Ends,Ronnie Milsap,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Country Vocal Performance By A Duo Or Group,Fairytale,The Pointer Sisters,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Country Instrumental Performance,The Atkins-Travis Traveling Show,Chet Atkins & Merle Travis,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Country Song,A Very Special Love Song,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Inspirational Performance (Non-Classical),How Great Thou Art,Elvis Presley,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Gospel Performance (Other Than Soul Gospel),The Baptism Of Jesse Taylor,The Oak Ridge Boys,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Ethnic Or Traditional Recording,Two Days In November,Merle Watson & Doc Watson,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Recording For Children,Winnie The Pooh And Tigger Too,"Sterling Holloway, Sebastian Cabot & Paul Winchell",True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Comedy Recording,That Nigger's Crazy,Richard Pryor,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Spoken Word Recording,Good Evening,Dudley Moore & Peter Cook,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Instrumental Composition,Tubular Bells - Theme From The Exorcist,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Classical Performance - Orchestra,Berlioz: Symphonie Fantastique,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Opera Recording,Puccini: La Boheme,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),"Best Choral Performance, Classical (Other Than Opera)",Berlioz: The Damnation Of Faust,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Chamber Music Performance,Brahms: Trios (Complete)/Schumann: Trio No. 1 In D Minor,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Shostakovich: Violin Concerto No. 1,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Albeniz: Iberia,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Classical Vocal Soloist Performance,Leontyne Price Sings Richard Strauss,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1974,17th Annual GRAMMY Awards  (1974),Best Engineered Recording - Classical,Berlioz: Symphonie Fantastique,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Song Of The Year,Killing Me Softly With His Song,Roberta Flack,True,3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly,Killing Me Softly With His Song,72,286920,False,0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,soul
1973,16th Annual GRAMMY Awards  (1973),Best Engineered Recording - Non-Classical,Innervisions,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Soloist,God Is In The House,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Group,Supersax Plays Bird,Supersax,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Jazz Performance By A Big Band,Giant Steps,Woody Herman,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance, Female",Killing Me Softly With His Song,Roberta Flack,True,3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly,Killing Me Softly With His Song,72,286920,False,0.476,0.381,5,-10.238,0,0.0342,0.727,0.0,0.0614,0.33,121.948,soul
1973,16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance, Male",You Are The Sunshine Of My Life,Stevie Wonder,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Pop Instrumental Performance,Also Sprach Zarathustra (2001),Eumir Deodato,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance, Female",Master Of Eyes,Aretha Franklin,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance, Male",Superstition,Stevie Wonder,True,7yss3y4G3zjtufzx8adHMb,Halloween Hits,Superstition,4,267733,False,0.611,0.583,1,-14.182,1,0.0668,0.057,0.0195,0.0857,0.877,100.82,indie
1973,16th Annual GRAMMY Awards  (1973),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Midnight Train To Georgia,Gladys Knight & The Pips,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best R&B Instrumental Performance,Hang On Sloopy,Ramsey Lewis,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Rhythm & Blues Song,Superstition,Stevie Wonder,True,7yss3y4G3zjtufzx8adHMb,Halloween Hits,Superstition,4,267733,False,0.611,0.583,1,-14.182,1,0.0668,0.057,0.0195,0.0857,0.877,100.82,indie
1973,16th Annual GRAMMY Awards  (1973),Best Soul Gospel Performance,Loves Me Like A Rock,Dixie Hummingbirds,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),"Best Country Vocal Performance, Female",Let Me Be There,Olivia Newton-John,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),"Best Country Vocal Performance, Male",Behind Closed Doors,Charlie Rich,True,6d7Jz2np6jtNaZv1DiWfJs,Love Songs,Behind Closed Doors,55,174666,False,0.492,0.329,2,-11.788,1,0.0274,0.961,0.199,0.0955,0.589,85.196,rockabilly
1973,16th Annual GRAMMY Awards  (1973),Best Country Vocal Performance By A Duo Or Group,From The Bottle To The Bottom,Kris Kristofferson & Rita Coolidge,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Country Instrumental Performance,Dueling Banjos,Steve Mandell & Eric Weissberg,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Country Song,Behind Closed Doors,Charlie Rich,True,6d7Jz2np6jtNaZv1DiWfJs,Love Songs,Behind Closed Doors,55,174666,False,0.492,0.329,2,-11.788,1,0.0274,0.961,0.199,0.0955,0.589,85.196,rockabilly
1973,16th Annual GRAMMY Awards  (1973),Best Inspirational Performance,Let's Just Praise The Lord,The Bill Gaither Trio,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Gospel Performance (Other Than Soul Gospel),Release Me (From My Sin),Blackwood Brothers,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Ethnic Or Traditional Recording (Including Traditional Blues),Then And Now,Doc Watson,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Recording For Children,Sesame Street Live,(Sesame Street Cast),True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Comedy Recording,Los Cochinos,Cheech & Chong,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Spoken Word Recording,Jonathan Livingston Seagull,Richard Harris,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Instrumental Composition,Last Tango In Paris,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Classical Performance - Orchestra,Bartók: Concerto For Orchestra,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Opera Recording,Bizet: Carmen,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),"Best Choral Performance, Classical (Other Than Opera)",Walton: Belshazzer's Feast,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Chamber Music Performance,Joplin: The Red Back Book,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Beethoven: Concerti (5) For Piano And Orchestra,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Scriabin: Horowitz Plays Scriabin,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Classical Vocal Soloist Performance,Puccini: Heroines,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1973,16th Annual GRAMMY Awards  (1973),Best Engineered Recording - Classical,Bartók: Concerto For Orchestra,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Song Of The Year,The First Time Ever I Saw Your Face,The Temptations,True,2laWaYdlYCDe3QFsUUpxkW,Un tecito y a mimir,The First Time Ever I Saw Your Face,0,254066,False,0.422,0.0605,6,-18.861,1,0.0383,0.931,0.0569,0.111,0.0794,126.251,soul
1972,15th Annual GRAMMY Awards  (1972),Best Engineered Recording - Non-Classical,Moods,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Soloist,Alone At Last,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Group,First Light,Freddie Hubbard,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Jazz Performance By A Big Band,Toga Brava Suite,Duke Ellington,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance, Female",I Am Woman,Helen Reddy,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance, Male",Without You,Harry Nilsson,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best Pop Vocal Performance By A Duo, Group Or Chorus",Where Is The Love,Donny Hathaway & Roberta Flack,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Pop Instrumental Performance By An Instrumental Performer,Outa-Space,Billy Preston,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best Pop Instrumental Performance By An Arranger, Composer, Orchestra And/Or Choral Leader",Black Moses,Isaac Hayes,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance, Female","Young, Gifted And Black",Aretha Franklin,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance, Male",Me And Mrs. Jones,Billy Paul,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best R&B Vocal Performance By A Duo, Group Or Chorus",Papa Was A Rollin' Stone,The Temptations,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best R&B Instrumental Performance,Papa Was A Rollin' Stone,The Temptations & Paul Riser,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Rhythm & Blues Song,Papa Was A Rollin' Stone,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Soul Gospel Performance,Amazing Grace,Aretha Franklin,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best Country Vocal Performance, Female",Happiest Girl In The Whole USA,Donna Fargo,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best Country Vocal Performance, Male",Charley Pride Sings Heart Songs,Charley Pride,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Country Vocal Performance By A Duo Or Group,Class Of '57,The Statler Brothers,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Country Instrumental Performance,Charlie McCoy/The Real McCoy,Charlie Mccoy,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Country Song,Kiss An Angel Good Mornin',Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Inspirational Performance,He Touched Me,Elvis Presley,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Gospel Performance (Other Than Soul Gospel),L-O-V-E,Blackwood Brothers,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Ethnic Or Traditional Recording (Including Traditional Blues),The London Muddy Waters Session,Muddy Waters,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Recording For Children,The Electric Company,Rita Moreno & Bill Cosby,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Comedy Recording,FM And AM,George Carlin,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Spoken Word Recording,Lenny,(Original Cast),True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Instrumental Composition,Brian's Song,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Classical Performance - Orchestra,Mahler: Symphony No. 7 In E Minor,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Opera Recording,Berlioz: Benvenuto Cellini,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),"Best Choral Performance, Classical (Other Than Opera)",Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand),Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Chamber Music Performance,"Julian And John (Works By Lawes, Carulli, Albeniz, Granados)",Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Brahms: Piano Concerto No. 2 In B Flat,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Horowitz Plays Chopin,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Classical Vocal Soloist Performance,Brahms: Die Schone Magelone,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1972,15th Annual GRAMMY Awards  (1972),Best Engineered Recording (Classical),Mahler: Symphony No. 8 (Symphony Of A Thousand),Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Song Of The Year,You've Got A Friend,Suy Galvez,True,7ImaCF0ttRFNoQIErYlRq5,Bossa Best,You've Got a Friend,29,274720,False,0.665,0.487,7,-9.409,1,0.0243,0.639,6.75e-05,0.091,0.326,94.978,acoustic
1971,14th Annual GRAMMY Awards  (1971),Best Engineered Recording - Non-Classical,Theme From Shaft,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),"Best Pop Vocal Performance, Female",Tapestry,Carole King,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),"Best Pop Vocal Performance, Male",You've Got A Friend,James Taylor,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Pop Vocal Performance By A Duo Or Group,Carpenters,Carpenters,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Pop Instrumental Performance,Smackwater Jack,Quincy Jones,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),"Best R&B Vocal Performance, Female",Bridge Over Troubled Water,Aretha Franklin,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),"Best R&B Vocal Performance, Male",A Natural Man,Lou Rawls,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best R&B Vocal Performance By A Group,Proud Mary,Ike & Tina Turner,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Rhythm & Blues Song,Ain't No Sunshine,Bill Withers,True,1k1Bqnv2R0uJXQN4u6LKYt,Just As I Am,Ain't No Sunshine,79,125093,False,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,funk
1971,14th Annual GRAMMY Awards  (1971),Best Soul Gospel Performance,Put Your Hand In The Hand Of The Man From Galilee,Shirley Caesar,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),"Best Country Vocal Performance, Female",Help Me Make It Through The Night,Sammi Smith,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),"Best Country Vocal Performance, Male","When You're Hot, You're Hot",Jerry Reed,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Country Vocal Performance By A Duo Or Group,After The Fire Is Gone,Conway Twitty & Loretta Lynn,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Country Instrumental Performance,Snowbird,Chet Atkins,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Country Song,Help Me Make It Through The Night,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Sacred Performance,Did You Think To Pray,Charley Pride,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Gospel Performance (Other Than Soul Gospel),Let Me Live,Charley Pride,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Ethnic Or Traditional Recording,They Call Me Muddy Waters,Muddy Waters,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Instrumental Composition,Theme From Summer Of '42,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Recording For Children,Bill Cosby Talks To Kids About Drugs,Bill Cosby,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Comedy Recording,This Is A Recording,Lily Tomlin,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Spoken Word Recording,Desiderata,Les Crane,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Jazz Performance By A Soloist,The Bill Evans Album,Bill Evans Trio,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Jazz Performance By A Group,The Bill Evans Album,Bill Evans Trio,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Jazz Performance By A Big Band,New Orleans Suite,Duke Ellington,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Classical Performance - Orchestra,Mahler: Symphony No. 1 In D,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Villa-Lobos: Concerto For Guitar,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Horowitz Plays Rachmaninoff (Etudes-Tableaux Piano Music; Sonatas),Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Chamber Music Performance,Debussy: Quartet In G Minor/Ravel: Quartet In F,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Opera Recording,Verdi: Aida,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Classical Vocal Soloist Performance,Leontyne Price Sings Robert Schumann,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),Best Choral Performance - Classical,Berlioz: Requiem,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1971,14th Annual GRAMMY Awards  (1971),"Best Engineered Recording, Classical",Berlioz: Requiem,Unknown,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
1970,13th Annual GRAMMY Awards  (1970),Song Of The Year,Bridge Over Troubled Water,Elvis Presley,True,0gaZi6J3Pk7FG7GNMHsK5o,That's the Way It Is,Bridge Over Troubled Water,59,275333,False,0.21,0.236,0,-14.48,1,0.0278,0.86,0.00182,0.713,0.196,82.833,rock-n-roll
1970,13th Annual GRAMMY Awards  (1970),Best Engineered Recording - Non-Classical,Bridge Over Troubled Water,Elvis Presley,True,0gaZi6J3Pk7FG7GNMHsK5o,That's the Way It Is,Bridge Over Troubled Water,59,275333,False,0.21,0.236,0,-14.48,1,0.0278,0.86,0.00182,0.713,0.196,82.833,rock-n-roll
1970,13th Annual GRAMMY Awards  (1970),"Best Contemporary Vocal Performance, Female",I'll Never Fall In Love Again,Dionne Warwick,True,N/A,N/A,N/A,,,N/A,,,,,,,,,,,,N/A
